Sample	Run	Lab	Type	Date	North	West
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0119-SB-W064-3-SB0252-mifish_S7_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-10	-81.35967436	43.94212767
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0120-SB-W064-Neg-SB0253-mifish_S8_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-10	-81.14579943	44.12592222
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0121-SB-W067-1-SB0254-mifish_S9_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.35575347	43.94064883
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0122-SB-W067-DUP-SB0255-mifish_S10_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0123-SB-W067-2-SB0256-mifish_S11_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.3554672	43.94062216
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0124-SB-W067-3-SB0257-mifish_S12_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.35541032	43.94056417
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0125-SB-L004-1-SB0258-mifish_S13_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.35480918	43.93726268
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0126-SB-L004-2-SB0259-mifish_S14_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.35449961	43.93686822
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0127-SB-L004-3-SB0260-mifish_S15_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.35524586	43.93626822
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0128-SB-L004-Neg-SB0261-mifish_S16_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.14588851	44.12591259
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0129-SB-S045-1-SB0262-mifish_S17_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.34367433	43.94294285
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0130-SB-S045-2-SB0263-mifish_S18_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.34379266	43.94370332
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0131-SB-S045-3-SB0264-mifish_S19_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.34404991	43.94455326
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0132-SB-S090-1-SB0265-mifish_S20_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.34408522	43.94540562
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0133-SB-S090-DUP-SB0266-mifish_S21_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0134-SB-S090-2-SB0267-mifish_S22_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.34378532	43.9463427
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0135-SB-S090-3-SB0268-mifish_S23_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.34369856	43.94718047
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0136-SB-S090-Neg-SB0269-mifish_S24_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-11	-81.14583969	44.12595608
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0137-SB-S019-1-SB0270-mifish_S25_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.25447178	44.18979083
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0138-SB-S019-DUP-SB0271-mifish_S26_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0139-SB-S019-2-SB0272-mifish_S33_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.25568169	44.18956475
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0140-SB-S019-3-SB0273-mifish_S34_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.25646714	44.18829055
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0141-SB-L012-1-SB0274-mifish_S35_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.25260635	44.18988288
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0142-SB-L012-2-SB0275-mifish_S36_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.25015649	44.19369726
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0143-SB-L012-3-SB0276-mifish_S37_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.2508822	44.19268901
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0144-SB-S031-1-SB0277-mifish_S38_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.24768391	44.19520845
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0145-SB-S031-DUP-SB0278-mifish_S39_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0146-SB-S031-2-SB0279-mifish_S40_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.24826745	44.19466646
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0147-SB-S031-3-SB0280-mifish_S41_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.24906021	44.19446063
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0148-SB-S031-Neg-SB0281-mifish_S42_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-12	-81.14581283	44.12598222
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0149-SB-S030-1-SB0282-mifish_S43_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.34303207	44.07523565
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0150-SB-S030-2-SB0283-mifish_S44_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.3441008	44.07452345
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0151-SB-S030-3-SB0284-mifish_S45_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.34474754	44.07413511
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0152-SB-S026-1-SB0285-mifish_S46_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.34485422	44.07409024
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0153-SB-S026-DUP-SB0286-mifish_S47_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0154-SB-S026-2-SB0287-mifish_S48_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.34607135	44.07322718
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0155-SB-S026-3-SB0288-mifish_S49_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.34702632	44.0725176
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0156-SB-S026-Neg-SB0289-mifish_S50_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-13	-81.14581941	44.1258995
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0157-SB-W033-1-SB0290-mifish_S51_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.37668282	44.17671147
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0158-SB-W033-2-SB0291-mifish_S52_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.3768101	44.17667268
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0159-SB-W033-3-SB0292-mifish_S53_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.37674237	44.17664289
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0160-SB-W008-1-SB0293-mifish_S54_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.39503552	44.17353339
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0161-SB-W008-DUP-SB0294-mifish_S55_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0162-SB-W008-2-SB0295-mifish_S56_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.3950254	44.17359731
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0163-SB-W008-3-SB0296-mifish_S57_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.39492554	44.17348225
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0164-SB-W008-Neg-SB0297-mifish_S58_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.14581434	44.12589475
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0165-SB-L002-1-SB0298-mifish_S59_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.41309238	44.07141564
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0166-SB-L002-DUP-SB0299-mifish_S60_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	5.68E-14	5.68E-14
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0167-SB-L002-2-SB0300-mifish_S61_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.40770937	44.07196104
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0168-SB-L002-3-SB0301-mifish_S62_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.40862619	44.07677884
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0169-SB-S011-1-SB0302-mifish_S63_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.41493968	44.07966014
2023_08_05_2257_22-093903-093906-RUN5-375129042_Merge_SEP_22-093906-0170-SB-S011-2-SB0303-mifish_S64_L001	22-093903-093906-RUN5-375129042	Guelph - AFL	Sample	2022-10-14	-81.41522033	44.07960949
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0171-SB-S011-3-SB0304-mifish_S1_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-14	-81.4156092	44.07946984
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0172-SB-L001-1-SB0305-mifish_S2_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-14	-81.41703747	44.07862335
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0173-SB-L001-DUP-SB0306-mifish_S3_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-14	5.68E-14	5.68E-14
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0174-SB-L001-2-SB0307-mifish_S4_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-14	-81.41502868	44.08292231
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0175-SB-L001-3-SB0308-mifish_S5_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-14	-81.42187394	44.08435515
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0176-SB-L001-Neg-SB0309-mifish_S6_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-14	-81.14581999	44.12591946
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0177-SB-W041-1-SB0310-mifish_S7_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.36495339	44.14061272
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0178-SB-W041-2-SB0311-mifish_S8_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.36492234	44.14048873
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0179-SB-W041-3-SB0312-mifish_S9_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.36480714	44.140645
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0180-SB-W006-1-SB0313-mifish_S10_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.37227815	44.13989193
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0181-SB-W006-DUP-SB0314-mifish_S11_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	5.68E-14	5.68E-14
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0182-SB-W006-2-SB0315-mifish_S12_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.37241432	44.14031455
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0183-SB-W006-3-SB0316-mifish_S13_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.372437	44.14014327
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0184-SB-S124-1-SB0317-mifish_S14_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73936108	44.41527136
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0185-SB-S124-2-SB0318-mifish_S15_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73813259	44.4153116
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0186-SB-S124-3-SB0319-mifish_S16_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73675407	44.41496882
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0187-SB-L011-1-SB0320-mifish_S17_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73519493	44.41906264
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0188-SB-L011-DUP-SB0321-mifish_S18_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	5.68E-14	5.68E-14
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0189-SB-L011-2-SB0322-mifish_S19_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73349268	44.41742251
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0190-SB-L011-3-SB0323-mifish_S20_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73778968	44.41772451
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0191-SB-L010-1-SB0324-mifish_S21_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73687713	44.42380496
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0192-SB-L010-2-SB0325-mifish_S22_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73486995	44.4258136
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0193-SB-L010-3-SB0326-mifish_S23_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-80.73439576	44.42567188
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0194-SB-L010-Neg-SB0327-mifish_S24_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.14580319	44.12591203
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0195-SB-W005-1-SB0328-mifish_S25_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.40361302	44.11568944
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0196-SB-W005-2-SB0329-mifish_S26_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.40339366	44.1158055
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0197-SB-W005-3-SB0330-mifish_S27_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.4028823	44.11566254
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0198-SB-W018-1-SB0331-mifish_S28_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.39600201	44.11524006
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0199-SB-W018-DUP-SB0332-mifish_S29_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	5.68E-14	5.68E-14
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0200-SB-W018-2-SB0333-mifish_S30_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.39590926	44.11524312
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0201-SB-W018-3-SB0334-mifish_S31_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.39581859	44.11529829
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0202-SB-W018-Neg-SB0335-mifish_S32_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-15	-81.1458514	44.12593718
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0203-SB-S055-1-SB0336-mifish_S33_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.33659151	44.09105395
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0204-SB-S055-2-SB0337-mifish_S34_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.33634312	44.09048684
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0205-SB-S055-3-SB0338-mifish_S35_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.33630185	44.08943936
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0206-SB-W009-1-SB0340-mifish_S36_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.40524245	44.0656209
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0207-SB-W009-DUP-SB0341-mifish_S37_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	5.68E-14	5.68E-14
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0208-SB-W009-2-SB0342-mifish_S38_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.40527551	44.06575568
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0209-SB-W009-3-SB0343-mifish_S39_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.40537894	44.06589262
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0210-SB-W009-Neg-SB0339-mifish_S40_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-16	-81.14584416	44.12592794
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0211-SB-S022-1-SB0344-mifish_S41_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-21	-81.32793674	44.0170026
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0212-SB-S022-DUP-SB0345-mifish_S42_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-21	5.68E-14	5.68E-14
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0213-SB-S022-2-SB0346-mifish_S43_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-21	-81.32630996	44.01633105
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0214-SB-S022-3-SB0347-mifish_S44_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-21	-81.32501898	44.01588932
2023_08_05_2321_22-093903-093906-RUN6-375457084_Merge_SEP_22-093906-0215-SB-S022-Neg-SB0348-mifish_S45_L001	22-093903-093906-RUN6-375457084	Guelph - AFL	Sample	2022-10-21	-81.14593206	44.12596869
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0051-IG-AOI-L1-2-R1-vert_S65_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24089906	49.50483296
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0052-IG-AOI-L1-2-DUP-vert_S66_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24089906	49.50483296
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0053-IG-AOI-L1-2-R2-vert_S67_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24029684	49.5053687
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0054-IG-AOI-L1-2-R3-vert_S68_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.23873228	49.50561027
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0055-IG-AOI-WS-37-R1-vert_S69_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24320376	49.52107492
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0056-IG-AOI-WS-37-R2-vert_S70_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24317641	49.52105675
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0057-IG-AOI-WS-37-R3-vert_S71_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24313441	49.52109246
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0058-IG-AOI-L1-11-R1-vert_S72_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24477862	49.52019471
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0059-IG-AOI-L1-11-DUP-vert_S73_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24477862	49.52019471
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0060-IG-AOI-L1-11-R2-vert_S74_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24731068	49.52085885
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0061-IG-AOI-L1-11-R3-vert_S75_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-02	-92.24867203	49.52038197
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0062-IG-AOI-WS-39-R1-vert_S76_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.20642089	49.52293328
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0063-IG-AOI-WS-39-R2-vert_S77_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.20642089	49.52293328
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0064-IG-AOI-WS-39-R3-vert_S78_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.20648968	49.52295175
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0065-IG-AOI-L1-8-R1-vert_S79_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.16458537	49.53488988
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0066-IG-AOI-L1-8-DUP-vert_S80_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.16432973	49.5352928
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0067-IG-AOI-L1-8-R2-vert_S81_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.16458537	49.53488988
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0068-IG-AOI-L1-8-R3-vert_S82_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.16435736	49.535293
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0069-IG-XAOI-L0-7-NEG-vert_S83_L001	22-053735-run5-358156876	Guelph - AFL	Field NEG	2022-06-03	-91.95427358	49.4629647
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0070-IG-XAOI-L0-7-R1-vert_S84_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.26882432	49.57544278
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0071-IG-XAOI-L0-7-Dup-vert_S85_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.26882432	49.57544278
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0072-IG-XAOI-L0-7-R2-vert_S86_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.26905018	49.57513838
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0073-IG-XAOI-L0-7-R3-vert_S87_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.26951143	49.57481748
2023_08_06_0836_22-053735-run5-358156876_Merge_SEP_22-053735-0074-IG-XAOI-L1-5-R1-vert_S88_L001	22-053735-run5-358156876	Guelph - AFL	Sample	2022-06-03	-92.1722254	49.51132406
